"ID","Title","Created By","Created On","Estimate","Expected Result","Forecast","Module","Owner","Preconditions","Priority","References","Release","Section","Section Description","Steps","Steps","Steps (Additional Info)","Steps (Expected Result)","Steps (References)","Steps (Shared step ID)","Steps (Step)","Suite","Suite ID","TC Status","Type","Updated By","Updated On"
"C9356","Test notifications are sent out for triggered tasks - Stopped","Venkata Hemanth","8/21/2017 1:50 PM","","",""," Tasks","Anton Samsonov","","High","","NA","TriggeredTask_EMAIL NOTIFICATIONS","","","Create a scheduled task
set notifications to be send when pipeline status is changed
Status - Stopped
Expected Result:
Verify user receives notification when pipeline status is changed, verify there are no duplicates","","Verify user receives notification when pipeline status is changed, verify there are no duplicates","","","Create a scheduled task
set notifications to be send when pipeline status is changed
Status - Stopped","Master","S1"," Automated","UI","Alexander Shostak","11/25/2024 11:54 AM"
"C53641","Email notification for pipelines aborted by a set timeout should send out a notification","Lisa","2/12/2018 11:38 AM","","![](index.php?/attachments/get/1361)
",""," Tasks","Anton Samsonov","","High","PLAT-3258","NA","TriggeredTask_EMAIL NOTIFICATIONS","","1. Put a timeout in triggered task and wait for email arrival

![](index.php?/attachments/get/1359)
","","","","","","","Master","S1"," Automated","API","Alexander Shostak","11/25/2024 11:54 AM"
"C153474","Select 'all states' of task for notification.","F16442929789527","3/4/2019 3:33 AM","","",""," Tasks","Shaik Irfan","","Medium","PLAT-4097","NA","TriggeredTask_EMAIL NOTIFICATIONS","","","1. Login to Designer and create a pipeline. 
2. Open 'Create Task' popup. 
3. Enter email-id in 'Notifications' field, press enter. 
4. Select all 5 states of task by enabling the check boxes (started, completed, failed, stopped, suspended). 
5. Click 'Create' button. 
Expected Result:
Task should be created successfully. 

Error pop-up should not be displayed with message - notification.states:['Started', 'Completed', 'Failed', 'Stopped', 'Suspended'] is too long.

![](index.php?/attachments/get/2195)","","Task should be created successfully. 

Error pop-up should not be displayed with message - notification.states:['Started', 'Completed', 'Failed', 'Stopped', 'Suspended'] is too long.

![](index.php?/attachments/get/2195)","","","1. Login to Designer and create a pipeline. 
2. Open 'Create Task' popup. 
3. Enter email-id in 'Notifications' field, press enter. 
4. Select all 5 states of task by enabling the check boxes (started, completed, failed, stopped, suspended). 
5. Click 'Create' button. ","Master","S1"," Automated","UI","Shaik Irfan","5/31/2024 3:53 AM"
"","","","","","","","","","","","","","","","","6. Goto Manager page.
7. Open task panel of same project where pipeline is present.
8. Open 'Create Task' popup. 
9. Enter email-id in 'Notifications' field, press enter. 
10. Select all 5 states of task by enabling the check boxes (started, completed, failed, stopped, suspended). 
11. Click 'Create' button. 
Expected Result:
Task should be created successfully. 

Error pop-up should not be displayed with message - notification.states:['Started', 'Completed', 'Failed', 'Stopped', 'Suspended'] is too long.

![](index.php?/attachments/get/2196)","","Task should be created successfully. 

Error pop-up should not be displayed with message - notification.states:['Started', 'Completed', 'Failed', 'Stopped', 'Suspended'] is too long.

![](index.php?/attachments/get/2196)","","","6. Goto Manager page.
7. Open task panel of same project where pipeline is present.
8. Open 'Create Task' popup. 
9. Enter email-id in 'Notifications' field, press enter. 
10. Select all 5 states of task by enabling the check boxes (started, completed, failed, stopped, suspended). 
11. Click 'Create' button. ","","","","","",""
"C10300267","Triggered Tasks that are plex initialized should send email notifications","SriSwapna Pothana","5/21/2020 1:49 PM","","",""," Tasks","Alexander Shostak","","Medium","PLAT-5426","4.21","TriggeredTask_EMAIL NOTIFICATIONS","","Created a Triggered task for pipeline and verify  email notifications for 'Started/Completed/Failed/stopped” status

Create a Triggered task for pipeline that runs for more than 5 minutes and verify  email notifications for 'Started/Completed/Failed/stopped” status","","","","","","","Master","S1","Obsolete","EndtoEnd","Anton Samsonov","12/19/2023 9:40 AM"
"C25305529","Verify that email notification is sent when triggered task fails to start due to incorrect bearer token","Nagendra Arcot Srinath Babu","2/26/2024 1:54 PM","","task failed to start email notification should be received for the users configured in triggered task",""," Tasks","Nagendra Arcot Srinath Babu","- Create a Triggered task
- Configure the task to send email notification on Failed status","High","","4.35","TriggeredTask_EMAIL NOTIFICATIONS","","- Trigger the task with invalid bearer token
- Verify if email notification is sent for task failed to start","","","","","","","Master","S1"," Automated","EndtoEnd","Krishna Chaitanya","5/30/2024 6:34 AM"
"C11860259","Update triggered task snaplex from cloudplex without feedmaster to cloudplex with feedmaster and to groundplex and verify URL sections getting updated accordingly","Raghuram Kappagantu","9/28/2021 9:31 AM","","2. Verify Snaplex field with value <cloudplex name>(Cloudplex)
   Cloudplex Secured URLs section and it's URLs should not be displayed

4. Verify Snaplex field with value <cloudplex name>(Cloudplex)
   Verify following URLs are displayed
   Cloudplex Secured URLs -> Snaplex URL, Alternate URL

6. Verify Snaplex field with value <groundplex name>(Groundplex)
   Verify following URLs are displayed
   Secured URLs -> Snaplex URL, Alternate URL
   Unsecured URLs -> Snaplex URL, Alternate URL",""," Tasks","Shaik Irfan","Create a triggered task with cloudplex which does not have feedmaster in it

","Medium","UI-6250","4.27","UI-6250 Redesign task details page - Non APIM Tasks","","1. Login to Manager
2. Go to created Triggered Task details page
3. Change snaplex to cloudplex with feedmaster 
4. Click on Show more option and verify URL sections
5. Change snaplex to groundplex with/without feedmaster 
6. Click on Show more option and verify Secured URLs, Unsecured URLs
","","","","","","","Master","S1"," Automated","UI","Krishna Chaitanya","5/30/2024 6:34 AM"
"C11860260","Verify Cloudplex Secured URLs section is not displayed for cloudplex without feedmaster for Non APIM Triggered task","Raghuram Kappagantu","9/28/2021 9:31 AM","","Verify Snaplex field with value <cloudplex name>(Cloudplex)
![](index.php?/attachments/get/d0a19940-0d02-4711-b3c6-cec628ad52b6)

Cloudplex Secured URLs section and it's Snaplex URL(with run/task in its path), Alternate URL should not be displayed
![](index.php?/attachments/get/34349ebd-c639-4dd1-a2cf-25a39a975310)   
",""," Tasks","Anton Samsonov","Create a triggered task with cloudplex which does not have feedmaster in it","High","UI-6250","4.27","UI-6250 Redesign task details page - Non APIM Tasks","","1. Login to Manager
2. Go to created Triggered Task details page
","","","","","","","Master","S1"," Automated","API","Alexander Shostak","11/25/2024 11:56 AM"
"C11860261","Verify Cloudplex Secured URLs section is displayed for cloudplex with feedmaster for Non APIM Triggered task","Raghuram Kappagantu","9/28/2021 9:31 AM","","'2. Verify Snaplex field with value <cloudplex name>(Cloudplex)
![](index.php?/attachments/get/63fb308d-cd17-4a5d-a19b-a6a80b819c2b) 

Cloudplex Secured URLs section and it's Snaplex URL(with run/task in its path) along with Show more option should be displayed

![](index.php?/attachments/get/7abd46a7-236b-4d6c-a885-2fe3d6e0f305)    

'3. Cloudplex Secured URLs section and it's Snaplex URL(with run/task in its path) and Alternate URL should be displayed, and show more option should not be displayed

![](index.php?/attachments/get/77118760-e3c8-4578-bb16-98d2f3438ef2)   
",""," Tasks","Anton Samsonov","Create a triggered task with cloudplex which have feedmaster in it

","High","UI-6250","4.27","UI-6250 Redesign task details page - Non APIM Tasks","","1. Login to Manager
2. Go to created Triggered Task details page
3. Click on Show more option","","","","","","","Master","S1"," Automated","API","Alexander Shostak","11/25/2024 11:56 AM"
"C11860262","Verify Secured URLs and Unsecured URLs sections are displayed for groundplex with feedmaster for Non APIM Triggered task","Raghuram Kappagantu","9/28/2021 9:31 AM","","'2. Verify Snaplex field with value <groundplex name>(Groundplex)
![](index.php?/attachments/get/c7ef02c7-f4fe-4b53-9dd3-dff86dc18e10) 



Secured URLs section with it's Snaplex URL(with run/task in its path) and show more option should be displayed
![](index.php?/attachments/get/d10b0153-38d3-47aa-8189-b6676c3c76ec)



'3. Under Secured URLs section Snaplex URL(with run/task in its path), Alternate URL and under Unsecured URLs section SnaplexURL(with run/task in its path), AlternateURL should be displayed
    Show more option should not be displayed
![](index.php?/attachments/get/bb98f8a1-7dbc-4753-a6e3-538e7d9abdc0)
",""," Tasks","Shaik Irfan","Create a triggered task with groundplex which have feedmaster in it

","Medium","UI-6250","4.27","UI-6250 Redesign task details page - Non APIM Tasks","","1. Login to Manger
2. Go to created Triggered Task details page
3. Click on show more button","","","","","","","Master","S1"," Automated","UI","Krishna Chaitanya","5/30/2024 6:34 AM"
